,id_produto,categoria,peso,altura,comprimento,largura,cat_bin,cat_bin_desc
2130,17469cd3d2559b93669a813860296b8e,brinquedos,1200.0,13.0,28.0,21.0,0,PESSOA
2131,ef2eed3e42cdbeedcd515745b23d7ccf,esporte_lazer,1800.0,24.0,30.0,28.0,0,PESSOA
2132,2d9ea8e50b1cfa0b4e2678e63ffaf630,utilidades_domesticas,17500.0,23.0,66.0,51.0,1,CASA
2133,e3e3c2fbbc1c7c16edf72ab9f70127d3,moveis_decoracao,1400.0,11.0,69.0,11.0,1,CASA
2134,27152d405eaca93403563ce6acfccfa6,relogios_presentes,900.0,15.0,23.0,19.0,0,PESSOA
2135,5a59edc52ccb88898efddbfc52f3cbaf,moveis_decoracao,100.0,3.0,16.0,16.0,1,CASA
2136,594e6c5d1c4a58f7936b5a7134f53c80,automotivo,1400.0,7.0,105.0,25.0,1,CASA
2137,8726429de3797e35c022a32137909d2b,brinquedos,6500.0,20.0,60.0,40.0,0,PESSOA
2138,5237a911446da6c2a3cb764f7ea0e5c5,brinquedos,200.0,10.0,16.0,11.0,0,PESSOA
2139,71f0bc096460c175e49cb3826bc8761a,moveis_decoracao,5700.0,30.0,20.0,20.0,1,CASA
2140,93323c2cfff65a81c9da5566fcdde69f,automotivo,600.0,20.0,20.0,20.0,1,CASA
2141,2109e8aeedbade2096a471740fb9e798,moveis_decoracao,10150.0,30.0,45.0,45.0,1,CASA
2142,ec2d43cc59763ec91694573b31f1c29a,cama_mesa_banho,800.0,20.0,20.0,20.0,1,CASA
2143,d442547d29ffa7f96220b65fac2d8db3,informatica_acessorios,9050.0,48.0,45.0,25.0,0,PESSOA
2144,40f999464ef29d2a07cfaca1eea4c210,automotivo,125.0,20.0,16.0,20.0,1,CASA
2145,544ffb995c65fbbe68f36f36e388dede,informatica_acessorios,800.0,12.0,33.0,12.0,0,PESSOA
2146,6a614599fc79123b71a5dd22cbb6eab5,esporte_lazer,700.0,15.0,16.0,15.0,0,PESSOA
2147,51239b9414a75bd33453d33d177475d5,moveis_decoracao,333.0,5.0,52.0,37.0,1,CASA
2148,241a1ffc9cf969b27de6e72301020268,automotivo,400.0,4.0,16.0,11.0,1,CASA
2149,e0bd815514869624f892b0230926a2d7,beleza_saude,675.0,21.0,31.0,21.0,0,PESSOA
2150,1a6706786a1ae8f9e6e4e36a3bed68ed,cama_mesa_banho,1100.0,27.0,40.0,17.0,1,CASA
2151,7fb9118562782456232ad0c6e54386be,beleza_saude,2200.0,11.0,36.0,19.0,0,PESSOA
2152,ef305675b4b5113913f5998336fbd86a,utilidades_domesticas,925.0,8.0,22.0,32.0,1,CASA
2153,898ce6644632917718b73d9141c28344,esporte_lazer,100.0,5.0,16.0,16.0,0,PESSOA
2154,9ab817d90bc61ed772ffea01b4cdcdb6,beleza_saude,450.0,12.0,20.0,12.0,0,PESSOA
2155,b112694f32005c5254383ccf38bfd11f,informatica_acessorios,850.0,15.0,30.0,15.0,0,PESSOA
2156,736f1b87428f9cfe5f5184c4ac0fbe05,cama_mesa_banho,1500.0,15.0,40.0,32.0,1,CASA
2157,d27ad56cae0ec64023ccd98a9f4e2500,moveis_decoracao,600.0,17.0,17.0,17.0,1,CASA
2158,1cc7fc7841f9dacfbb9ec2a43276bf5f,relogios_presentes,350.0,9.0,18.0,14.0,0,PESSOA
2159,fdfe4f462b8972c3455163e3fa7653c6,automotivo,7000.0,11.0,56.0,32.0,1,CASA
2160,abaa4c2633cbc40dda16b575531db57b,relogios_presentes,500.0,12.0,20.0,15.0,0,PESSOA
2161,b72a8fd99d59007948419121f2a5056e,automotivo,425.0,5.0,20.0,19.0,1,CASA
2162,b37b72d5a56f887725c2862184b8cab8,telefonia,150.0,4.0,19.0,11.0,0,PESSOA
2163,5a68d72870a735b2e7ec0277013f7aa6,beleza_saude,150.0,11.0,16.0,11.0,0,PESSOA
2164,2ae40c35ef6620f730a55329d0cd3301,esporte_lazer,700.0,36.0,30.0,20.0,0,PESSOA
2165,bec79420ffee0e0e76e3b4cce2c4b1a9,beleza_saude,1200.0,14.0,18.0,14.0,0,PESSOA
2166,00088930e925c41fd95ebfe695fd2655,automotivo,1225.0,10.0,55.0,26.0,1,CASA
2167,2083a6feb4bbb31f6abc92fc24e468c0,telefonia,150.0,15.0,19.0,15.0,0,PESSOA
2168,1c86a1539e8f7551ac5c09a15b6a3c88,cama_mesa_banho,1150.0,10.0,45.0,15.0,1,CASA
2169,d4ef01e7655c13ceef1d7d248e0fdd99,cama_mesa_banho,195.0,4.0,32.0,23.0,1,CASA
2170,c7d75b3bafed2b1d9475c4876b1c46b8,automotivo,100.0,17.0,17.0,17.0,1,CASA
2171,557313563f418e18cc4a19159774cecd,cama_mesa_banho,600.0,10.0,70.0,40.0,1,CASA
2172,de9305867467640bebc680708d43f27a,esporte_lazer,17550.0,65.0,105.0,25.0,0,PESSOA
2173,6994675fdff4377e6e1b738094977cf4,utilidades_domesticas,6900.0,12.0,24.0,24.0,1,CASA
2174,183210d186d30d050604f96ef87af803,automotivo,4350.0,4.0,78.0,47.0,1,CASA
2175,7cd30e51e926f2dbc750dc2443d60434,brinquedos,700.0,7.0,37.0,25.0,0,PESSOA
2176,61b5c300f3e56ac6bda4cb54de396f9b,telefonia,200.0,2.0,25.0,18.0,0,PESSOA
2177,15804bf9d24b0ff5a052ef9280ad6e63,moveis_decoracao,7300.0,12.0,66.0,45.0,1,CASA
2178,e090b9bd2ef7d60d3b0ee3399c79ee3d,informatica_acessorios,1217.0,22.0,27.0,25.0,0,PESSOA
2179,ab9730d0380f2a4bb056dbed9417478a,brinquedos,550.0,8.0,19.0,11.0,0,PESSOA
2180,783dae38feb9e3a364e24e25168cfa8a,utilidades_domesticas,14350.0,50.0,50.0,50.0,1,CASA
2181,9853476587e82bdf31cd50479173e1c3,beleza_saude,675.0,14.0,16.0,15.0,0,PESSOA
2182,bac155b95a240e42f840f622bde271d1,automotivo,400.0,5.0,24.0,11.0,1,CASA
2183,6d15ca3157a742ef1911e16ab7b180b4,cama_mesa_banho,1000.0,5.0,34.0,26.0,1,CASA
2184,4afba85a48ad3d91d79215ba93ddb023,utilidades_domesticas,800.0,25.0,25.0,25.0,1,CASA
2185,516efbd604d9a7325f93967192ff86b7,cama_mesa_banho,745.0,4.0,32.0,26.0,1,CASA
2186,c351fada6ffa67ee3876b1cc568a90b0,esporte_lazer,300.0,5.0,20.0,20.0,0,PESSOA
2187,be40dfccc49c5959cc0cc2f6447acc38,esporte_lazer,1000.0,20.0,16.0,16.0,0,PESSOA
2188,1e071ffaca5d72ab7d58901d01b38280,beleza_saude,300.0,8.0,21.0,27.0,0,PESSOA
2189,ebfe7a4ca40dd34375e373405a114c32,utilidades_domesticas,417.0,11.0,19.0,18.0,1,CASA
2190,6c40c98da8f33daca57f0e9b78eae09d,brinquedos,2900.0,41.0,54.0,25.0,0,PESSOA
2191,e66daaafff14b87ad5ebf02f6bf4dc42,brinquedos,245.0,17.0,20.0,9.0,0,PESSOA
2192,559602c54359e6b67d7cb7fa336d0ca9,utilidades_domesticas,1100.0,16.0,50.0,25.0,1,CASA
2193,136b005b69367b661e552c94cd28a37e,beleza_saude,2200.0,20.0,20.0,20.0,0,PESSOA
2194,78f3531b3a1bfef3513d4f344e0c88d0,moveis_decoracao,2300.0,10.0,40.0,30.0,1,CASA
2195,553261019b28923d564e3fc159e4ff3c,informatica_acessorios,200.0,6.0,20.0,11.0,0,PESSOA
2196,2e0a8fea09b84a86e1fef3fcdf244668,esporte_lazer,7750.0,22.0,52.0,32.0,0,PESSOA
2197,8fd3860e3ab6a97c681d58366f981a07,automotivo,5950.0,43.0,53.0,11.0,1,CASA
2198,9f01cb375b4185be6cb9d2f7588c5b46,cama_mesa_banho,1100.0,10.0,45.0,15.0,1,CASA
2199,c5edc6d6a54cbcc12367409391fdfc50,moveis_decoracao,400.0,11.0,40.0,35.0,1,CASA
2200,82df2add69e03f9b165a7e46429c9484,moveis_decoracao,2600.0,3.0,105.0,70.0,1,CASA
2201,167b946cfe5de05aadc151871edf7bb9,automotivo,1100.0,12.0,17.0,16.0,1,CASA
2202,fb19ac22e32dfecea21afbdde4b97b5f,telefonia,100.0,13.0,16.0,16.0,0,PESSOA
2203,65bfaa2fff2cfb55a0b7a466549e6758,beleza_saude,2000.0,12.0,30.0,16.0,0,PESSOA
2204,6cb17f17ee982e47c1b99fc0d67b1a8b,informatica_acessorios,1400.0,17.0,16.0,23.0,0,PESSOA
2205,991dc21288b4d582f86f85f7af02aba5,cama_mesa_banho,800.0,5.0,25.0,25.0,1,CASA
2206,03d817e5e392e78674ed0bd8195f9159,informatica_acessorios,1350.0,9.0,23.0,23.0,0,PESSOA
2207,98c0c93d863d3da23549a04d45033e06,utilidades_domesticas,17950.0,28.0,56.0,56.0,1,CASA
2208,f5aabe40f3dfd95db498f07a13919204,relogios_presentes,1100.0,15.0,30.0,30.0,0,PESSOA
2209,6610913b9a847f8fc5f66f13dad12680,moveis_decoracao,150.0,22.0,22.0,22.0,1,CASA
2210,62962adb9db1eeb96d0dd8fd2eb87875,informatica_acessorios,900.0,11.0,32.0,11.0,0,PESSOA
2211,4a9ba6f126261f91a91af268158e1ea4,automotivo,7300.0,19.0,47.0,23.0,1,CASA
2212,09b0d15a8cc9a84e7af7e0225f67dc45,moveis_decoracao,1400.0,20.0,20.0,20.0,1,CASA
2213,8afd99798fadd878e37b5bca830e6525,cama_mesa_banho,3400.0,15.0,45.0,35.0,1,CASA
2214,fe547f9a78a612634a416e6be45fe693,cama_mesa_banho,3718.0,16.0,44.0,40.0,1,CASA
2215,3d4e6c456d3ec15021dd8b42b9ce7ffc,esporte_lazer,2150.0,30.0,50.0,30.0,0,PESSOA
2216,a47a2ff12ffe20f1a2a85fb37d2712ec,esporte_lazer,1000.0,15.0,94.0,15.0,0,PESSOA
2217,9330504b97ecb321002b3f0af1f0f467,cama_mesa_banho,467.0,4.0,45.0,35.0,1,CASA
2218,f82db1a0fde998180d60adea56e1acf4,utilidades_domesticas,1300.0,6.0,38.0,38.0,1,CASA
2219,ac1789e492dcd698c5c10b97a671243a,moveis_decoracao,300.0,35.0,35.0,15.0,1,CASA
2220,cf82a4158ba3a1135ca9618d4ad1b204,cama_mesa_banho,1800.0,6.0,40.0,30.0,1,CASA
2221,495bddc7440e227dcf4af56f47749587,beleza_saude,867.0,14.0,13.0,12.0,0,PESSOA
2222,c58fc7dab2a718f8aa5522dd57c2b18d,cama_mesa_banho,1900.0,25.0,45.0,35.0,1,CASA
2223,dabdc2874e4fc6d00d647f150317d29d,beleza_saude,300.0,17.0,19.0,15.0,0,PESSOA
2224,0f0143975760d1205a4285a4e2a1bdea,cama_mesa_banho,1050.0,10.0,16.0,16.0,1,CASA
2225,d239ed6ed6dabbcbfd8a3b776e1ca50c,utilidades_domesticas,30000.0,60.0,60.0,60.0,1,CASA
2226,3c9ddb88ecde498679b5c3b5f9b0a213,brinquedos,270.0,9.0,26.0,16.0,0,PESSOA
2227,c5e40a9da6e1df4edf4c4e95d7c4bf0c,beleza_saude,250.0,26.0,26.0,11.0,0,PESSOA
2228,52ed6cbde6c5bee6f2ea166bf4c1d972,moveis_decoracao,550.0,12.0,16.0,21.0,1,CASA
2229,f86ab4e67c4b9e24b61a0abab8cba388,cama_mesa_banho,500.0,15.0,45.0,35.0,1,CASA
2230,f2f411f86bd5bd427e28e2a30771761f,cama_mesa_banho,1150.0,2.0,44.0,35.0,1,CASA
2231,b63b2afaf851b15bdec6e67c553c0ece,moveis_decoracao,100.0,3.0,19.0,12.0,1,CASA
2232,41f0468311f84a21f55c7f09f6c8fa67,informatica_acessorios,400.0,10.0,16.0,11.0,0,PESSOA
2233,ee385c61faaa052a8d58dc2a88b66f82,utilidades_domesticas,650.0,5.0,24.0,18.0,1,CASA
2234,a0a6ba377d74146f38d2de3fca3817ae,utilidades_domesticas,9350.0,35.0,40.0,40.0,1,CASA
2235,6a041eb6fc1af9d2634e039453f67598,beleza_saude,2000.0,12.0,30.0,16.0,0,PESSOA
2236,7020952e39b390bfe87c475d4c99b3d7,utilidades_domesticas,3700.0,34.0,40.0,21.0,1,CASA
2237,92762f3fd2e9105edc850be0f5b3c51e,moveis_decoracao,500.0,18.0,32.0,18.0,1,CASA
2238,c8df81dfad2ad37b2194a2798ec06bce,brinquedos,1150.0,14.0,44.0,30.0,0,PESSOA
2239,96cfc21d191df7257d9a6dfef4d897fd,cama_mesa_banho,550.0,3.0,30.0,19.0,1,CASA
2240,989caa6177866c67ca1935b442479111,esporte_lazer,300.0,4.0,16.0,20.0,0,PESSOA
2241,71d3eb56de43c35d4386dcb564a0fc92,beleza_saude,650.0,14.0,20.0,15.0,0,PESSOA
2242,07b6a3b7bd0e9c54119f7c679edccca4,relogios_presentes,400.0,11.0,16.0,11.0,0,PESSOA
2243,f9888c7f6af544006f91ca92833d3507,automotivo,2000.0,17.0,54.0,24.0,1,CASA
2244,c202b596f6f2dafcad69ea9d86fbaaff,beleza_saude,350.0,13.0,19.0,14.0,0,PESSOA
2245,c1ad8ac66c91ad301cefc322ba2adf31,relogios_presentes,757.0,14.0,19.0,15.0,0,PESSOA
2246,001c5d71ac6ad696d22315953758fa04,cama_mesa_banho,1800.0,21.0,47.0,41.0,1,CASA
2247,dd5a5e7b2b76089d6415070e8d6d5456,utilidades_domesticas,1450.0,29.0,27.0,26.0,1,CASA
2248,9f621d1fd090c5ca124462612ceabd96,utilidades_domesticas,3200.0,13.0,30.0,28.0,1,CASA
2249,f32ac4ba1acc078eadefc29c8d76a9e2,automotivo,250.0,6.0,16.0,15.0,1,CASA
2250,30a6a74ad9391b95bfc088f875ce8cfc,esporte_lazer,360.0,13.0,30.0,22.0,0,PESSOA
2251,ab3c88a070e61288a0f37d8ea38e7cbe,moveis_decoracao,3450.0,35.0,30.0,30.0,1,CASA
2252,19ae99a380c31edb46ed9e7dc1e9931c,utilidades_domesticas,17950.0,68.0,43.0,41.0,1,CASA
2253,3e3c08f8d0d3bbe5094186e4562b6651,telefonia,200.0,5.0,18.0,12.0,0,PESSOA
2254,d66eeeb49d2801f33401c8c6828aee40,automotivo,700.0,20.0,25.0,20.0,1,CASA
2255,8c59dc491e73996f708d433188285ed1,cama_mesa_banho,850.0,10.0,30.0,25.0,1,CASA
2256,f1bad58626618e14b6b25b096acee146,beleza_saude,150.0,3.0,22.0,15.0,0,PESSOA
2257,710e89a75e7f980a83c21d9f884ae13a,relogios_presentes,300.0,2.0,16.0,20.0,0,PESSOA
2258,503a975b7fd96719d7cdb8b88e7f5d0e,cama_mesa_banho,20900.0,15.0,45.0,35.0,1,CASA
2259,42a2bd596fda1baef5719cb74f73030c,cama_mesa_banho,1300.0,2.0,44.0,35.0,1,CASA
2260,770c09cc394c3244d902afda4ea364bc,moveis_decoracao,1500.0,25.0,30.0,25.0,1,CASA
2261,6e24ce18a756dce11359936057941ad6,esporte_lazer,6850.0,30.0,20.0,20.0,0,PESSOA
2262,95d4404184aa5ce72e590362cc471d62,cama_mesa_banho,1300.0,23.0,37.0,35.0,1,CASA
2263,b39da6a215a2f5ef47103501b37e19d2,brinquedos,1200.0,50.0,32.0,20.0,0,PESSOA
2264,43f911ac50adc19a96cd523ade4e7cca,beleza_saude,1617.0,15.0,19.0,18.0,0,PESSOA
2265,1aa2ed670a95e9f475723707a7c3f386,cama_mesa_banho,1000.0,6.0,38.0,29.0,1,CASA
2266,5cca824e6a0eebe738c8a6381d0d9349,informatica_acessorios,200.0,23.0,16.0,19.0,0,PESSOA
2267,3625fbaf8284047185fb0351f2f84ae3,esporte_lazer,1600.0,8.0,25.0,25.0,0,PESSOA
2268,4724ffa427f315c485e39b02e21859b2,beleza_saude,550.0,9.0,16.0,11.0,0,PESSOA
2269,a2db3ea3100e9950a30b8f0af164ed6f,informatica_acessorios,200.0,12.0,32.0,12.0,0,PESSOA
2270,0ecb699933e1e9cc336bf7569ad72e84,moveis_decoracao,600.0,15.0,30.0,15.0,1,CASA
2271,f2a286e75c6c6022c0e7242e12a39079,relogios_presentes,140.0,14.0,16.0,14.0,0,PESSOA
2272,2fc738cd8396c43c0235072751a180cf,brinquedos,350.0,16.0,16.0,16.0,0,PESSOA
2273,5ccc345baeee162f46c5b18f7c5ccde1,esporte_lazer,3000.0,22.0,36.0,24.0,0,PESSOA
2274,f4b4b654b5d11b8e56d603ffc530ddd9,telefonia,200.0,15.0,16.0,15.0,0,PESSOA
2275,36f8f85fb4edf9d4e94bf65e8d3298d4,cama_mesa_banho,950.0,4.0,29.0,21.0,1,CASA
2276,18e2f2853af64a5c039fb829e8609da1,relogios_presentes,600.0,11.0,16.0,11.0,0,PESSOA
2277,ec1a2701e8f1d9d8703e876f5c0342d4,cama_mesa_banho,3600.0,8.0,34.0,38.0,1,CASA
2278,71f4e8616f830f33d1059bad50cacf99,esporte_lazer,200.0,4.0,33.0,13.0,0,PESSOA
2279,5e702ce174d6c9fe3eaea9a5bde40a14,utilidades_domesticas,7100.0,52.0,25.0,37.0,1,CASA
2280,34cca2ce290bf56db69e0f6d2104fc37,beleza_saude,150.0,4.0,23.0,17.0,0,PESSOA
2281,22f9bcc7235913f6ae3011796a4f4bbe,esporte_lazer,1625.0,28.0,21.0,17.0,0,PESSOA
2282,f8cd8a989b03ce1808d9d8d76668ea51,moveis_decoracao,3000.0,15.0,70.0,15.0,1,CASA
2283,a038fb43df28bc37115e29e63d9809b7,cama_mesa_banho,1050.0,10.0,38.0,38.0,1,CASA
2284,e493c5e2a707b9eb0f6d01041c86856e,utilidades_domesticas,5550.0,10.0,40.0,30.0,1,CASA
2285,fa381a4a9af65ea5fc8f3829214045f9,esporte_lazer,3050.0,10.0,62.0,22.0,0,PESSOA
2286,46c01e269265ddd1b66ccc8b4588a411,utilidades_domesticas,4150.0,28.0,29.0,23.0,1,CASA
2287,c1b908d9b4d79147d9ce5f0289745353,beleza_saude,300.0,24.0,28.0,11.0,0,PESSOA
2288,e9e7c466f491674b6f283e2d2c8da88a,esporte_lazer,1250.0,15.0,32.0,36.0,0,PESSOA
2289,2d4d78eecba060a7127c5f6a21cdb0c7,brinquedos,2444.0,22.0,45.0,41.0,0,PESSOA
2290,765b1b0a0b478b2e57a71fcd873ab4a2,utilidades_domesticas,600.0,21.0,26.0,21.0,1,CASA
2291,7d6ff8668892b298e80202cbb7099272,telefonia,231.0,13.0,18.0,14.0,0,PESSOA
2292,d048c384871633c66df10bc4d05e2345,automotivo,16900.0,30.0,40.0,30.0,1,CASA
2293,3743820de2227103b72b029a352fb98b,informatica_acessorios,183.0,16.0,16.0,11.0,0,PESSOA
2294,84a517a0e06ef2a45abff3cab3f0ad0e,informatica_acessorios,225.0,15.0,16.0,13.0,0,PESSOA
2295,67677f0c9d58c64d17cdbad0abe40285,informatica_acessorios,200.0,4.0,16.0,20.0,0,PESSOA
2296,3c4fa3a3881df35a8f19bec369491d50,beleza_saude,606.0,11.0,19.0,16.0,0,PESSOA
2297,32c871f1791d0176b14c3081c3cf3e74,moveis_decoracao,2000.0,11.0,11.0,52.0,1,CASA
2298,ee5329ffbe604bebcf84b2fd7792024e,beleza_saude,250.0,7.0,23.0,15.0,0,PESSOA
2299,ad53b74739180a632354ce9cb16bbdde,automotivo,50.0,30.0,30.0,30.0,1,CASA
2300,bb5c167b9d0732488b3b5a0b173cc41d,utilidades_domesticas,550.0,5.0,27.0,20.0,1,CASA
2301,34d0ca9f9eb36d00ed5f2039c161ba8e,moveis_decoracao,1350.0,11.0,69.0,11.0,1,CASA
2302,9b056287fe05c2dfb1394ff376621eca,beleza_saude,800.0,20.0,21.0,16.0,0,PESSOA
2303,6ce07ff93c0dbafa9df5c10038e41287,cama_mesa_banho,4150.0,26.0,26.0,36.0,1,CASA
2304,4cbe2c068a0dedc1d12e126a2e7a15e3,esporte_lazer,8700.0,10.0,32.0,11.0,0,PESSOA
2305,b3dc35a7b0042136507e1c174bd7cd2d,automotivo,150.0,7.0,16.0,11.0,1,CASA
2306,d8d11b0dfd20afdb942dabc4ddb5fe24,telefonia,100.0,3.0,19.0,11.0,0,PESSOA
2307,16ba44d9231d19fc57e0a4188d0ce1cf,moveis_decoracao,303.0,2.0,25.0,17.0,1,CASA
2308,266bd39cb9a2ea456f82d4175e6306c4,esporte_lazer,7150.0,20.0,90.0,25.0,0,PESSOA
2309,48b61c49e5be4efe8b3247569ed59332,relogios_presentes,1000.0,10.0,16.0,11.0,0,PESSOA
2310,3aa3fb2fdb16c7383879e48a574fc8ab,moveis_decoracao,11850.0,8.0,74.0,74.0,1,CASA
2311,254e83d8714765408ae71c07e6a972e0,telefonia,651.0,15.0,20.0,22.0,0,PESSOA
2312,01b8234bc0c131e61acb47932d0bc25f,esporte_lazer,200.0,15.0,20.0,20.0,0,PESSOA
2313,de4fdf07188007d3f9847a7ebe30039c,beleza_saude,450.0,15.0,16.0,15.0,0,PESSOA
2314,a357f84a03304a2b4e051596920249eb,beleza_saude,850.0,13.0,25.0,16.0,0,PESSOA
2315,b61c2827d3a8043826c9132d88188744,esporte_lazer,329.0,13.0,19.0,16.0,0,PESSOA
2316,6c5572c3342540c8847e2c17ea817038,beleza_saude,5150.0,16.0,16.0,16.0,0,PESSOA
2317,fc9ccf6863eb3c05fbaa46d4382540e7,automotivo,400.0,20.0,40.0,30.0,1,CASA
2318,1f7164d40ac0579d08c5b77af30f8dd0,cama_mesa_banho,7850.0,56.0,16.0,50.0,1,CASA
2319,50b82b74dfaf7b1e257d85b3e58bb977,beleza_saude,300.0,7.0,19.0,12.0,0,PESSOA
2320,ae9618492353b838afaf28bc414be248,utilidades_domesticas,750.0,18.0,23.0,23.0,1,CASA
2321,633cb41f42ef3dcfc01174d27637d0ad,telefonia,100.0,4.0,19.0,11.0,0,PESSOA
2322,6f7326be4926840cfcd094d2629f1049,utilidades_domesticas,1000.0,12.0,30.0,30.0,1,CASA
2323,827f677ed9cd1e18a5f4e8ecd4eb7489,telefonia,200.0,3.0,19.0,11.0,0,PESSOA
2324,a6f2ba5bb6d6d36ac92ed1faf4d123f2,beleza_saude,450.0,15.0,20.0,15.0,0,PESSOA
2325,0a96387463e89f518bec31ed12378aea,moveis_decoracao,3400.0,40.0,30.0,40.0,1,CASA
2326,16fdfb4f828bedbe3ad9a00162bd5339,telefonia,100.0,3.0,19.0,11.0,0,PESSOA
2327,6f46359e56f51d5deded13adcd1c255c,beleza_saude,650.0,16.0,16.0,16.0,0,PESSOA
2328,9e6b8ecc9fe47cf9c40c3709b67089e0,moveis_decoracao,2500.0,21.0,47.0,41.0,1,CASA
2329,b8411dee248601bc460bac8e1fb8a102,cama_mesa_banho,525.0,7.0,24.0,29.0,1,CASA
2330,f52b6b9e0bc35ec9d682eea89b27ef38,utilidades_domesticas,2800.0,50.0,50.0,50.0,1,CASA
2331,cff277cb1dc167f45eb05eccefbe4b04,informatica_acessorios,200.0,12.0,20.0,12.0,0,PESSOA
2332,89c759803e084e177bd98baad6fe67fb,telefonia,200.0,4.0,17.0,12.0,0,PESSOA
2333,aaa86a9a394d5df9490a43aa78b4a59d,automotivo,50.0,2.0,24.0,17.0,1,CASA
2334,79938780eb7ffb7289f59a9a283bc06b,beleza_saude,1300.0,20.0,20.0,20.0,0,PESSOA
2335,9376771cb92c045ec36c97fb810f1f90,utilidades_domesticas,175.0,18.0,24.0,24.0,1,CASA
2336,994f625d5c932719310d0a2f43acc714,relogios_presentes,280.0,7.0,16.0,14.0,0,PESSOA
2337,c86dde6d75b1c5f5c6ac95000a63b7a7,cama_mesa_banho,1650.0,5.0,50.0,50.0,1,CASA
2338,37fe4cdce8bd0f643d3f943a6a3b8e89,cama_mesa_banho,1000.0,10.0,40.0,30.0,1,CASA
2339,b94d8ea73a0921d4019e67239784e7f6,moveis_decoracao,900.0,15.0,28.0,18.0,1,CASA
2340,6feee83828f0c900f61f578bbab17911,esporte_lazer,1300.0,20.0,20.0,20.0,0,PESSOA
2341,a42d0a44db77a6ed7945bb5c78da1398,beleza_saude,200.0,10.0,20.0,15.0,0,PESSOA
2342,a3bb3642ad1170e55d345dbf5953f38d,informatica_acessorios,500.0,5.0,25.0,15.0,0,PESSOA
2343,c9af29e8a0c52866bb2c9f5f6344d9b2,moveis_decoracao,650.0,11.0,69.0,11.0,1,CASA
2344,a694f2632fae82ef419fd71587103dc9,esporte_lazer,5100.0,30.0,60.0,30.0,0,PESSOA
2345,09c3a2ea33f044aebffecd6681e00133,moveis_decoracao,1150.0,23.0,35.0,35.0,1,CASA
2346,23e7b9a386cb15c0b5063bf0d45982a5,informatica_acessorios,200.0,4.0,18.0,14.0,0,PESSOA
2347,0f24b7516c5b67c9c686848db9759d88,brinquedos,430.0,12.0,38.0,20.0,0,PESSOA
2348,f90c81e1fa9b03873a387e7919e99b59,beleza_saude,310.0,12.0,16.0,9.0,0,PESSOA
2349,fca62108387e25005784da2f551466a1,moveis_decoracao,14600.0,8.0,84.0,84.0,1,CASA
2350,22ca1399dde9714934f8ec09b6aca2fe,beleza_saude,1650.0,26.0,31.0,29.0,0,PESSOA
2351,c438c9c697a57d265dbb6edd8b174b2b,brinquedos,150.0,12.0,16.0,18.0,0,PESSOA
2352,fde7de6bf5508a0001da45dbe6c80b22,utilidades_domesticas,900.0,15.0,25.0,15.0,1,CASA
2353,f25bb6afe10215e774d598f4f79d74e8,brinquedos,1400.0,4.0,41.0,41.0,0,PESSOA
2354,3b8b957801a5b4bca1a4f5d1f5d32aef,telefonia,100.0,4.0,20.0,15.0,0,PESSOA
2355,ad183bca8419cc4a34c0ed87d44b07c7,informatica_acessorios,600.0,18.0,35.0,35.0,0,PESSOA
2356,f1f90547cd55861d02c56010c10fa8a5,moveis_decoracao,7500.0,37.0,47.0,38.0,1,CASA
2357,eaeb396efeff789c9e55a5126a2c6885,cama_mesa_banho,550.0,2.0,25.0,20.0,1,CASA
2358,7569eb05a9b91e5137cd9cf7494043e5,beleza_saude,434.0,14.0,21.0,21.0,0,PESSOA
2359,30cf0776f894ba06d8c30bc552330a90,telefonia,100.0,3.0,19.0,11.0,0,PESSOA
2360,b1ae85955829e28646e38ed2ff6ae776,cama_mesa_banho,600.0,10.0,60.0,40.0,1,CASA
2361,9e658d39c905e71cc35ec057b88b185b,esporte_lazer,675.0,21.0,41.0,21.0,0,PESSOA
2362,7b813bcc93ea73f063db20ce6c3911c4,beleza_saude,537.0,8.0,23.0,14.0,0,PESSOA
2363,33cd5581eb3d0497d9af68a34603ec7e,relogios_presentes,400.0,10.0,28.0,18.0,0,PESSOA
2364,729a75e5cb63f785e67ebd8c44a5c0ee,relogios_presentes,350.0,12.0,23.0,15.0,0,PESSOA
2365,1613b819ab5dae53aead2dbb4ebdb378,automotivo,50.0,10.0,17.0,15.0,1,CASA
2366,e868c0f77a736432fd2f4f905858ef26,informatica_acessorios,1425.0,18.0,23.0,18.0,0,PESSOA
2367,333f69c22d63fc171fccf98d48ee742b,informatica_acessorios,667.0,9.0,17.0,16.0,0,PESSOA
2368,4c88eca6c1faef5911374843849bd577,relogios_presentes,287.0,13.0,18.0,14.0,0,PESSOA
2369,63c91bb26c656cd5fe0d2ca82b632c84,esporte_lazer,850.0,22.0,44.0,32.0,0,PESSOA
2370,4182ad8f6fd91b6064f2d1097d8a4291,beleza_saude,1097.0,18.0,18.0,16.0,0,PESSOA
2371,e068d6beb383500788df589d811cbda0,cama_mesa_banho,1900.0,15.0,45.0,35.0,1,CASA
2372,55cfb8318af6fe90dfacf0892abb2cee,moveis_decoracao,1500.0,11.0,69.0,11.0,1,CASA
2373,af9418dfcdd7f19b51906a2f32cd6bc0,cama_mesa_banho,2150.0,9.0,34.0,33.0,1,CASA
2374,0ba8d6ed826271d06a9ebd6e3c3e8b3e,beleza_saude,400.0,5.0,25.0,12.0,0,PESSOA
